iter	Logloss
743	0.04627394086
744	0.04619016426
745	0.04605005765
746	0.04598119325
747	0.04590255355
748	0.04588501118
749	0.04577910401
750	0.04570056612
751	0.04565262779
752	0.04558851301
753	0.04553773515
754	0.04548382472
755	0.04537751892
756	0.04536063583
757	0.0453001707
758	0.04523145094
759	0.04515229687
760	0.04504292538
761	0.04493872088
762	0.04485124622
763	0.04477600247
764	0.04472595196
765	0.04464643029
766	0.04453606019
767	0.04445848277
768	0.04436291958
769	0.04428439939
770	0.04420596089
771	0.0441474609
772	0.04407562141
773	0.04396965464
774	0.0439228116
775	0.04386030054
776	0.04378166129
777	0.04371739342
778	0.04367448669
779	0.04359465641
780	0.04349477914
781	0.0434284959
782	0.04334373038
783	0.04327975917
784	0.04318308331
785	0.04312470026
786	0.04305019324
787	0.04300529733
788	0.04296818935
789	0.04288213416
790	0.04278800255
791	0.04272030513
792	0.042650822
793	0.04257017329
794	0.04251803692
795	0.04242763468
796	0.04234598509
797	0.04228518684
798	0.0422022261
799	0.04214595296
800	0.04210029051
801	0.04205384276
802	0.04193787088
803	0.04183102713
804	0.04172232853
805	0.04163592161
806	0.04158731281
807	0.04154354228
808	0.04149307379
809	0.04144708623
810	0.04138800986
811	0.04132538217
812	0.04125399835
813	0.04117419756
814	0.04106897721
815	0.04099877383
816	0.04093796862
817	0.04087502506
818	0.04080902305
819	0.04074703679
820	0.04065474565
821	0.04056940663
822	0.04048278171
823	0.0404429531
824	0.04038568787
825	0.04029095218
826	0.04024320326
827	0.04015605704
828	0.0401038051
829	0.04003028988
830	0.0399530533
831	0.03987362013
832	0.03981592041
833	0.03972679679
834	0.03966097708
835	0.03957394189
836	0.03950867813
837	0.03941669198
838	0.03932678109
839	0.03926796765
840	0.03920426556
841	0.03915506208
842	0.03911495163
843	0.03904380683
844	0.03896823389
845	0.03890462167
846	0.03885734293
847	0.03878495339
848	0.03868889476
849	0.03862059177
850	0.03856086837
851	0.03850308802
852	0.03843258904
853	0.03835548408
854	0.03832957754
855	0.03825382245
856	0.03821289978
857	0.03816880399
858	0.03813816388
859	0.03807085162
860	0.03801801891
861	0.0379777469
862	0.03790213145
863	0.03782032816
864	0.037740472
865	0.03767819635
866	0.03763951989
867	0.03757637013
868	0.03750893307
869	0.03744479923
870	0.03740173109
871	0.03736355371
872	0.03731571448
873	0.03725276335
874	0.03722633096
875	0.03716058689
876	0.03711467921
877	0.03707125859
878	0.0370079754
879	0.03694653345
880	0.0368848909
881	0.03681545572
882	0.0367535212
883	0.03671585621
884	0.03664878102
885	0.03657860547
886	0.03652934601
887	0.03646244389
888	0.03643938581
889	0.03637298094
890	0.03633569521
891	0.03630179681
892	0.03623693712
893	0.03617628093
894	0.03611735992
895	0.03605515491
896	0.03601941345
897	0.03597706859
898	0.03591675943
899	0.03584620447
900	0.03577684706
901	0.03572425851
902	0.03570906493
903	0.03564402627
904	0.03556124026
905	0.03551947511
906	0.0354645998
907	0.03540085491
908	0.0353585521
909	0.03529645238
910	0.03522693733
911	0.03516886349
912	0.03513301115
913	0.03506436611
914	0.03501925689
915	0.03494918997
916	0.03489148889
917	0.03482095194
918	0.03474683175
919	0.0346734017
920	0.03457611209
921	0.03451213089
922	0.03444380672
923	0.03436603431
924	0.03431706244
925	0.03426400561
926	0.03420324434
927	0.03415021656
928	0.0341157768
929	0.03404534324
930	0.03398877239
931	0.03392430921
932	0.03388772761
933	0.03386256916
934	0.03381146377
935	0.0337373075
936	0.03369352804
937	0.03363655137
938	0.03360421986
939	0.03354641266
940	0.03349938081
941	0.03346260179
942	0.03342682895
943	0.0333676429
944	0.03330666409
945	0.03323211449
946	0.03318862458
947	0.03312535516
948	0.03306674292
949	0.03301663772
950	0.03296624631
951	0.03291703405
952	0.0328698277
953	0.03283682647
954	0.03280060243
955	0.03277840514
956	0.0327391989
957	0.03267952263
958	0.03263913972
959	0.03259115133
960	0.03253568996
961	0.0325000448
962	0.03245078375
963	0.03240362543
964	0.0323604129
965	0.03229301048
966	0.03226068011
967	0.03223500722
968	0.03219631632
969	0.03216112704
970	0.03211641395
971	0.03207036512
972	0.03201242585
973	0.03197374879
974	0.0319290739
975	0.03189170187
976	0.0318422909
977	0.0317994195
978	0.03176391435
979	0.03170593038
980	0.03168905152
981	0.03164769921
982	0.0316153798
983	0.0315612013
984	0.03151020567
985	0.03145488121
986	0.03141057748
987	0.03138029923
988	0.03133568606
989	0.03129082759
990	0.03124651729
991	0.03121572483
992	0.03115852427
993	0.03110209402
994	0.03108115154
995	0.03102194665
996	0.03100158978
997	0.03096863582
998	0.03091067348
999	0.030858789
