iter	Logloss
752	0.05134439979
753	0.05126085539
754	0.05116034722
755	0.05109646203
756	0.0509923164
757	0.05090976958
758	0.05079719946
759	0.05076571308
760	0.05068914506
761	0.05061524595
762	0.05053631245
763	0.0504520643
764	0.05033847769
765	0.05028697756
766	0.05020338786
767	0.05014055899
768	0.05007685758
769	0.04999401317
770	0.0499505988
771	0.0498847276
772	0.04982697634
773	0.04974907293
774	0.04967275845
775	0.04961879271
776	0.04957005195
777	0.04951539958
778	0.04940915159
779	0.04931536192
780	0.04923006398
781	0.04917967861
782	0.04912423972
783	0.04905249002
784	0.04900549811
785	0.04891738846
786	0.0488607287
787	0.04878927458
788	0.04871440421
789	0.0486607698
790	0.04855913693
791	0.04848452237
792	0.04841366104
793	0.04833300685
794	0.04823932343
795	0.04820395285
796	0.04813588982
797	0.04806091541
798	0.0480105676
799	0.04793538682
800	0.04783710778
801	0.0477743995
802	0.04771200925
803	0.04766734197
804	0.04761971457
805	0.0475590299
806	0.04748265868
807	0.04739627477
808	0.0473474704
809	0.04724823723
810	0.04721594415
811	0.04715434935
812	0.04708495006
813	0.04699340384
814	0.04694652333
815	0.0468614923
816	0.04676942282
817	0.04670505273
818	0.0466377595
819	0.04659018785
820	0.0464876906
821	0.04644315575
822	0.04642118098
823	0.04634754685
824	0.04630766442
825	0.04626779228
826	0.04623377321
827	0.04620890328
828	0.04610855751
829	0.04603292144
830	0.04597594939
831	0.04589235424
832	0.04582396532
833	0.04575881499
834	0.04568138093
835	0.04564577932
836	0.04558217614
837	0.04554529934
838	0.04549126782
839	0.04541962638
840	0.04530325387
841	0.04522837067
842	0.04516588821
843	0.04510939613
844	0.04501846133
845	0.04500572992
846	0.04495295352
847	0.044887018
848	0.04484726358
849	0.04474177076
850	0.04468094387
851	0.0446061891
852	0.04452545806
853	0.0444650638
854	0.04440449932
855	0.0443125577
856	0.04424619303
857	0.04416397435
858	0.04408949149
859	0.04405158629
860	0.04400951326
861	0.04393212368
862	0.04385608348
863	0.04378865436
864	0.04376322422
865	0.04369944997
866	0.04367278951
867	0.04362121851
868	0.04355753754
869	0.04348132409
870	0.04344954274
871	0.04338137688
872	0.04330981451
873	0.04324981769
874	0.04320558024
875	0.04314743209
876	0.04308393766
877	0.04297225867
878	0.04290484388
879	0.04286367851
880	0.04279040561
881	0.04273759684
882	0.04266833974
883	0.04260168639
884	0.04251691446
885	0.04242970208
886	0.04237170489
887	0.0423410373
888	0.04227187725
889	0.04222751984
890	0.04218395326
891	0.04213739027
892	0.04206677747
893	0.04200266586
894	0.04197947422
895	0.04193454681
896	0.04182279362
897	0.04179398859
898	0.04175197703
899	0.04170400735
900	0.04164641245
901	0.04163353446
902	0.04158742005
903	0.04153253659
904	0.04146901314
905	0.04142117361
906	0.04135047289
907	0.0412902694
908	0.04122770728
909	0.04119685367
910	0.04111780071
911	0.04106583998
912	0.04097076865
913	0.04088737257
914	0.04086304615
915	0.04085481604
916	0.04080783846
917	0.04077263354
918	0.04073555693
919	0.04069153545
920	0.04062584218
921	0.04057979124
922	0.04053483904
923	0.04046217222
924	0.04039380987
925	0.0403421838
926	0.04030919127
927	0.04022405442
928	0.04016209206
929	0.0401115111
930	0.04008671784
931	0.04004614885
932	0.03998570402
933	0.03991857743
934	0.03985889809
935	0.03980632016
936	0.0397357829
937	0.03969892837
938	0.03963779761
939	0.03959156775
940	0.03954982311
941	0.03948881015
942	0.03939272171
943	0.03937188046
944	0.03935233285
945	0.03932119548
946	0.03925467887
947	0.03919501129
948	0.03916053689
949	0.03912520894
950	0.03906417194
951	0.03898960818
952	0.03895088234
953	0.03888082034
954	0.03880543313
955	0.03873676905
956	0.03868161642
957	0.03860687726
958	0.03855442965
959	0.03852185333
960	0.03849450493
961	0.03844850125
962	0.03840421652
963	0.03834352982
964	0.03829054991
965	0.03824253466
966	0.03821691717
967	0.038177903
968	0.03812705423
969	0.03808680894
970	0.03806026406
971	0.03799527918
972	0.03796674327
973	0.03794213653
974	0.03790399537
975	0.0378480411
976	0.03778994902
977	0.03771909909
978	0.03764752022
979	0.03755984324
980	0.03753446689
981	0.03747674211
982	0.03742212561
983	0.03740929221
984	0.03737579155
985	0.03732979389
986	0.03728209261
987	0.03724942769
988	0.0372026794
989	0.03717293247
990	0.03709905626
991	0.03705751674
992	0.03698950416
993	0.03695639941
994	0.0369288793
995	0.03688910768
996	0.03686690794
997	0.03683838889
998	0.03680711015
999	0.03678364625
